Species,Sample,Diet,Search,Peak,Class,RT,Area
BSIM,BSIM4,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9573,26809009
BSIM,BSIM3,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9667,25135541
CVIT,CVIT5,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9466,21390928
CVIT,CVIT4,Dietary,Search1,P001-RT-1.94,Aliphatics,1.945,7808447
SMOM,SMOM4,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9311,6408915
TAME,TAME5,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9566,6280118
SMOM,SMOM3,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9339,5434649
GSEP,GSEP2,Non-dietary,Search1,P001-RT-1.94,Aliphatics,1.9448,4902740
GSEP,GSEP1,Non-dietary,Search1,P001-RT-1.94,Aliphatics,1.9422,4665954
BSIM,BSIM1,Dietary,Search2,P001-RT-1.94,Aliphatics,1.9263,2529523
SMOM,SMOM5,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9304,1865871
GSEP,GSEP4,Non-dietary,Search1,P001-RT-1.94,Aliphatics,1.9412,1074576
TAME,TAME2,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9345,1013703
SMOM,SMOM1,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9413,922113
TAME,TAME4,Dietary,Search1,P001-RT-1.94,Aliphatics,1.94,747207
GSEP,GSEP3,Non-dietary,Search1,P001-RT-1.94,Aliphatics,1.9474,487627
TAME,TAME3,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9503,226224
AHER,AHER2,Non-dietary,Search1,P001-RT-1.94,Aliphatics,1.9536,170542
AHER,AHER1,Non-dietary,Search2,P001-RT-1.94,Aliphatics,1.9436,84052
SOBO,SOBO2,Non-dietary,Search2,P001-RT-1.94,Aliphatics,1.9766,38532
CVIT,CVIT2,Dietary,Search1,P001-RT-1.94,Aliphatics,1.9884,31981
SOBO,SOBO5,Non-dietary,Search2,P001-RT-1.94,Aliphatics,1.9459,29212
SOBO,SOBO1,Non-dietary,Search2,P001-RT-1.94,Aliphatics,1.9561,13678
GSEP,GSEP5,Non-dietary,Search2,P001-RT-1.94,Aliphatics,1.9627,10232
AHER,AHER5,Non-dietary,Search2,P001-RT-1.94,Aliphatics,1.9008,1364
BSIM,BSIM3,Dietary,Search1,P006-RT-2.39,Aliphatics,2.3664,1039974
CVIT,CVIT2,Dietary,Search1,P006-RT-2.39,Aliphatics,2.4955,335547
AHER,AHER2,Non-dietary,Search1,P006-RT-2.39,Aliphatics,2.3904,241922
AHER,AHER5,Non-dietary,Search1,P006-RT-2.39,Aliphatics,2.3814,135633
SOBO,SOBO5,Non-dietary,Search1,P006-RT-2.39,Aliphatics,2.3788,98083
CVIT,CVIT3,Dietary,Search1,P006-RT-2.39,Aliphatics,2.3831,64073
GSEP,GSEP5,Non-dietary,Search1,P006-RT-2.39,Aliphatics,2.4057,31443
BSIM,BSIM2,Dietary,Search1,P006-RT-2.39,Aliphatics,2.3986,15404
SOBO,SOBO2,Non-dietary,Search2,P006-RT-2.39,Aliphatics,2.425,3142
SOBO,SOBO2,Non-dietary,Search1,P008-RT-2.82,Aliphatics,2.7187,2103912
CVIT,CVIT2,Dietary,Search1,P008-RT-2.82,Aliphatics,2.8263,847440
SOBO,SOBO5,Non-dietary,Search1,P008-RT-2.82,Aliphatics,2.7034,539815
CVIT,CVIT1,Dietary,Search1,P008-RT-2.82,Aliphatics,2.705,485413
AHER,AHER2,Non-dietary,Search1,P008-RT-2.82,Aliphatics,2.9789,169130
AHER,AHER4,Non-dietary,Search1,P008-RT-2.82,Aliphatics,2.6712,158545
AHER,AHER3,Non-dietary,Search2,P008-RT-2.82,Aliphatics,2.7943,111681
GSEP,GSEP5,Non-dietary,Search1,P008-RT-2.82,Aliphatics,2.9888,110589
BSIM,BSIM3,Dietary,Search2,P008-RT-2.82,Aliphatics,2.8946,24363
AHER,AHER1,Non-dietary,Search2,P008-RT-2.82,Aliphatics,2.9072,8820
SMOM,SMOM5,Dietary,Search2,P008-RT-2.82,Aliphatics,2.7481,5415
GSEP,GSEP3,Non-dietary,Search2,P008-RT-2.82,Aliphatics,2.7622,5082
GSEP,GSEP5,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8339,16412645
GSEP,GSEP3,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.7926,13610124
GSEP,GSEP4,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8067,12224558
AHER,AHER5,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8284,11554988
CVIT,CVIT4,Dietary,Search1,P013-RT-3.84,Aliphatics,3.7994,10990818
GSEP,GSEP1,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8105,10919621
AHER,AHER3,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8229,10243944
CVIT,CVIT2,Dietary,Search1,P013-RT-3.84,Aliphatics,3.851,10140758
CVIT,CVIT3,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8311,9751437
BSIM,BSIM2,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8201,9309481
AHER,AHER4,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8178,9293598
BSIM,BSIM1,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8226,9066521
AHER,AHER2,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.9159,8106883
SOBO,SOBO3,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8182,8023330
TAME,TAME1,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8186,7735405
SMOM,SMOM5,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8017,7718924
GSEP,GSEP2,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8122,7709350
TAME,TAME2,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8211,7278698
SMOM,SMOM1,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8833,6752494
SMOM,SMOM4,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8009,6735452
TAME,TAME3,Dietary,Search1,P013-RT-3.84,Aliphatics,3.823,6699812
CVIT,CVIT5,Dietary,Search1,P013-RT-3.84,Aliphatics,3.7952,6657571
BSIM,BSIM5,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8034,6437578
AHER,AHER1,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8206,6380482
SOBO,SOBO1,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8168,6052094
TAME,TAME4,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8166,5745534
SMOM,SMOM3,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8095,5403749
BSIM,BSIM4,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8175,5268389
SOBO,SOBO5,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8254,5262136
SOBO,SOBO2,Non-dietary,Search1,P013-RT-3.84,Aliphatics,3.8387,4992216
TAME,TAME5,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8207,4987111
CVIT,CVIT1,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8236,4644564
BSIM,BSIM3,Dietary,Search1,P013-RT-3.84,Aliphatics,3.8298,3670850
TAME,TAME3,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1576,43759094
BSIM,BSIM2,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1634,41040625
TAME,TAME4,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1257,39594915
TAME,TAME1,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1508,21563484
TAME,TAME2,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1534,19661428
BSIM,BSIM1,Dietary,Search1,P016-RT-4.18,Aliphatics,4.152,12115568
BSIM,BSIM3,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1919,9785108
SMOM,SMOM1,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1563,9670122
CVIT,CVIT3,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1586,7587344
SMOM,SMOM5,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1315,6720952
AHER,AHER1,Non-dietary,Search1,P016-RT-4.18,Aliphatics,4.1543,3818055
SMOM,SMOM3,Dietary,Search1,P016-RT-4.18,Aliphatics,4.135,3724377
AHER,AHER5,Non-dietary,Search1,P016-RT-4.18,Aliphatics,4.1563,3455563
TAME,TAME5,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1202,2481391
CVIT,CVIT4,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1481,2052390
AHER,AHER3,Non-dietary,Search1,P016-RT-4.18,Aliphatics,4.1609,2026648
BSIM,BSIM5,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1429,1711645
AHER,AHER4,Non-dietary,Search1,P016-RT-4.18,Aliphatics,4.1491,1537270
AHER,AHER2,Non-dietary,Search1,P016-RT-4.18,Aliphatics,4.1836,1320194
SMOM,SMOM4,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1341,1290281
BSIM,BSIM4,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1209,807230
CVIT,CVIT2,Dietary,Search1,P016-RT-4.18,Aliphatics,4.1861,515583
SOBO,SOBO5,Non-dietary,Search2,P016-RT-4.18,Aliphatics,4.1437,103334
GSEP,GSEP4,Non-dietary,Search2,P016-RT-4.18,Aliphatics,4.2617,5571
CVIT,CVIT2,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4197,1227065
BSIM,BSIM4,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3901,967598
BSIM,BSIM3,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4013,886795
GSEP,GSEP5,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4012,831131
BSIM,BSIM1,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4216,808650
SMOM,SMOM3,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3931,747887
TAME,TAME3,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4042,746987
TAME,TAME5,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3961,684338
AHER,AHER2,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4326,635407
CVIT,CVIT3,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4321,412235
SMOM,SMOM4,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3773,407149
GSEP,GSEP4,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.3759,377931
AHER,AHER5,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4043,347782
SMOM,SMOM1,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4221,334807
SOBO,SOBO2,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4098,334051
SMOM,SMOM5,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3925,329926
TAME,TAME4,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3891,275198
AHER,AHER3,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4239,259092
AHER,AHER4,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4139,225158
GSEP,GSEP1,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.4139,218783
CVIT,CVIT4,Dietary,Search1,P017-RT-4.41,Aliphatics,4.4086,173893
GSEP,GSEP3,Non-dietary,Search1,P017-RT-4.41,Aliphatics,4.3893,64222
BSIM,BSIM2,Dietary,Search1,P017-RT-4.41,Aliphatics,4.3936,23373
TAME,TAME3,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.799,3916789
TAME,TAME4,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7888,3801743
BSIM,BSIM2,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8019,3694758
TAME,TAME1,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7956,2130144
TAME,TAME2,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7914,1654508
SMOM,SMOM1,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8021,703696
BSIM,BSIM3,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8381,694279
BSIM,BSIM1,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7958,535810
CVIT,CVIT3,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8086,457572
TAME,TAME5,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7799,320328
AHER,AHER4,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7919,291215
SMOM,SMOM5,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7739,272492
AHER,AHER5,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8011,220297
AHER,AHER2,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8323,169551
AHER,AHER3,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.8144,149596
SMOM,SMOM3,Dietary,Search2,P020-RT-4.79,Nitrogen-containing compounds,4.7813,119754
GSEP,GSEP4,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7654,99369
BSIM,BSIM5,Dietary,Search2,P020-RT-4.79,Nitrogen-containing compounds,4.7901,78184
SOBO,SOBO1,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7798,66304
GSEP,GSEP1,Non-dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7813,58228
AHER,AHER1,Non-dietary,Search2,P020-RT-4.79,Nitrogen-containing compounds,4.8088,27434
CVIT,CVIT1,Dietary,Search1,P020-RT-4.79,Nitrogen-containing compounds,4.7818,22819
SOBO,SOBO3,Non-dietary,Search2,P020-RT-4.79,Nitrogen-containing compounds,4.8096,15043
BSIM,BSIM3,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8858,161247009
SMOM,SMOM1,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8878,18935985
BSIM,BSIM2,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8896,18587300
BSIM,BSIM5,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8633,10605779
CVIT,CVIT2,Dietary,Search1,P021-RT-4.90,Terpenoids,4.9133,9386803
BSIM,BSIM1,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8853,9212235
BSIM,BSIM4,Dietary,Search1,P021-RT-4.90,Terpenoids,4.848,8693143
SMOM,SMOM5,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8582,6244375
SMOM,SMOM3,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8612,4923933
CVIT,CVIT3,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8905,4256610
SMOM,SMOM4,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8492,3661991
TAME,TAME3,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8843,2285859
CVIT,CVIT4,Dietary,Search1,P021-RT-4.90,Terpenoids,4.867,2218903
TAME,TAME2,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8858,1609967
TAME,TAME1,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8832,1550764
TAME,TAME5,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8536,980282
AHER,AHER2,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.9141,838265
AHER,AHER4,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.881,586489
CVIT,CVIT5,Dietary,Search1,P021-RT-4.90,Terpenoids,4.8628,548737
AHER,AHER1,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.8901,509897
GSEP,GSEP1,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.8843,183374
AHER,AHER3,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.8972,117834
GSEP,GSEP3,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.8612,111960
GSEP,GSEP4,Non-dietary,Search1,P021-RT-4.90,Terpenoids,4.8396,75979
GSEP,GSEP5,Non-dietary,Search2,P021-RT-4.90,Terpenoids,4.9001,20590
BSIM,BSIM1,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0948,7096695
CVIT,CVIT4,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0779,6766109
GSEP,GSEP2,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0719,6206575
SMOM,SMOM5,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0676,5280358
SMOM,SMOM4,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0649,3955996
GSEP,GSEP4,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0616,3869581
AHER,AHER4,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0958,3850061
GSEP,GSEP3,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0716,3507507
CVIT,CVIT5,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0776,3336052
GSEP,GSEP1,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0957,3217951
AHER,AHER1,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.101,2637898
TAME,TAME2,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0909,2635348
TAME,TAME3,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0966,2326328
SMOM,SMOM1,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0963,2200526
BSIM,BSIM3,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0649,2041410
SMOM,SMOM3,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0687,1976932
BSIM,BSIM2,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0952,1807024
CVIT,CVIT3,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1019,1670496
SOBO,SOBO1,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0933,1621243
TAME,TAME4,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0897,1536769
AHER,AHER2,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1092,1436444
TAME,TAME1,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0971,1356390
TAME,TAME5,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0895,1163397
BSIM,BSIM5,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0713,1089049
AHER,AHER3,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1057,1024659
SOBO,SOBO5,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1115,949969
GSEP,GSEP5,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0912,761438
SOBO,SOBO2,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0753,737217
CVIT,CVIT2,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1174,527972
SOBO,SOBO3,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1106,402959
CVIT,CVIT1,Dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.0943,260696
AHER,AHER5,Non-dietary,Search1,P023-RT-5.10,Benzenoids and Phenylpropanoids,5.1122,64527
BSIM,BSIM3,Dietary,Search1,P026-RT-5.46,Terpenoids,5.4559,1433692
SMOM,SMOM1,Dietary,Search1,P026-RT-5.46,Terpenoids,5.457,325065
CVIT,CVIT2,Dietary,Search1,P026-RT-5.46,Terpenoids,5.4694,191609
BSIM,BSIM2,Dietary,Search1,P026-RT-5.46,Terpenoids,5.4564,155417
TAME,TAME3,Dietary,Search1,P026-RT-5.46,Terpenoids,5.4588,48359
BSIM,BSIM5,Dietary,Search1,P026-RT-5.46,Terpenoids,5.4397,44245
TAME,TAME1,Dietary,Search2,P026-RT-5.46,Terpenoids,5.4495,23616
SMOM,SMOM5,Dietary,Search2,P026-RT-5.46,Terpenoids,5.4115,1896
GSEP,GSEP2,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6474,2688199
GSEP,GSEP1,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6644,1390970
GSEP,GSEP3,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6514,1067158
AHER,AHER4,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6678,627805
GSEP,GSEP4,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6336,398217
GSEP,GSEP5,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6657,237173
AHER,AHER1,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6712,223092
AHER,AHER3,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6797,206286
AHER,AHER5,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6799,168107
TAME,TAME3,Dietary,Search1,P028-RT-5.66,Aliphatics,5.6735,76719
SOBO,SOBO2,Non-dietary,Search1,P028-RT-5.66,Aliphatics,5.6662,6141
SMOM,SMOM1,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6915,625148
BSIM,BSIM3,Dietary,Search1,P029-RT-5.71,Aliphatics,5.7058,614168
BSIM,BSIM1,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6909,476585
TAME,TAME4,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6873,417584
CVIT,CVIT1,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6948,302303
SMOM,SMOM5,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6729,267390
TAME,TAME1,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6893,265861
BSIM,BSIM2,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6856,253104
AHER,AHER1,Non-dietary,Search1,P029-RT-5.71,Aliphatics,5.7107,173542
TAME,TAME5,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6895,156590
CVIT,CVIT2,Dietary,Search1,P029-RT-5.71,Aliphatics,5.7083,155750
SOBO,SOBO1,Non-dietary,Search1,P029-RT-5.71,Aliphatics,5.6919,113620
AHER,AHER4,Non-dietary,Search1,P029-RT-5.71,Aliphatics,5.6958,112331
TAME,TAME2,Dietary,Search1,P029-RT-5.71,Aliphatics,5.689,102549
SMOM,SMOM3,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6803,96582
BSIM,BSIM5,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6882,57271
BSIM,BSIM4,Dietary,Search1,P029-RT-5.71,Aliphatics,5.6878,28382
AHER,AHER3,Non-dietary,Search2,P029-RT-5.71,Aliphatics,5.7871,3886
SOBO,SOBO5,Non-dietary,Search2,P029-RT-5.71,Aliphatics,5.7948,3602
BSIM,BSIM3,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9538,69989710
SMOM,SMOM1,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9457,15226014
CVIT,CVIT2,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9596,9623070
BSIM,BSIM2,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9398,9341304
CVIT,CVIT3,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9508,7355597
SMOM,SMOM3,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9211,5221031
BSIM,BSIM4,Dietary,Search1,P031-RT-5.99,Terpenoids,6.0947,3651415
BSIM,BSIM5,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9304,3529616
CVIT,CVIT5,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9246,2946822
BSIM,BSIM1,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9423,2599069
SMOM,SMOM5,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9166,1991262
CVIT,CVIT4,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9278,1331187
SMOM,SMOM4,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9167,929055
TAME,TAME3,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9427,525764
AHER,AHER4,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9462,478416
GSEP,GSEP4,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.912,414425
GSEP,GSEP1,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9384,314455
AHER,AHER1,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9534,310236
TAME,TAME1,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9407,269393
GSEP,GSEP3,Non-dietary,Search1,P031-RT-5.99,Terpenoids,6.0896,244793
GSEP,GSEP5,Non-dietary,Search1,P031-RT-5.99,Terpenoids,6.1,238474
TAME,TAME2,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9379,235222
AHER,AHER2,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9658,234880
TAME,TAME4,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9358,204556
GSEP,GSEP2,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9262,184242
AHER,AHER3,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9547,110529
AHER,AHER5,Non-dietary,Search1,P031-RT-5.99,Terpenoids,5.9486,97917
TAME,TAME5,Dietary,Search1,P031-RT-5.99,Terpenoids,5.9404,82541
GSEP,GSEP2,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1751,1892333
GSEP,GSEP3,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1787,1638361
BSIM,BSIM2,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2856,873076
GSEP,GSEP1,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1869,614929
BSIM,BSIM1,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1922,476840
SMOM,SMOM5,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1708,451133
GSEP,GSEP4,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1614,317448
BSIM,BSIM3,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1903,292341
SMOM,SMOM4,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.159,207980
TAME,TAME3,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2889,204187
TAME,TAME4,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1857,181333
TAME,TAME1,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1916,171714
GSEP,GSEP5,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1896,167993
SMOM,SMOM1,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1942,165036
CVIT,CVIT4,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1797,119572
TAME,TAME5,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1879,112556
SMOM,SMOM3,Dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1753,111058
TAME,TAME2,Dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.1908,106859
SOBO,SOBO1,Non-dietary,Search2,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2009,101614
AHER,AHER4,Non-dietary,Search1,P032-RT-6.22,Benzenoids and Phenylpropanoids,6.2919,65890
